aldosterone	chemical compounds
senators	people
hockey teams	teams
brothers	members
levels	flats
forward declarations	declarations
tuberous begonias	begonias
haplotypes	combinations
boots	moves
books	located in floors
printers	mechanical
soap	located in cabinets
mailboxs	located in porchs
cars	items
high prices	located in theatres
calliopes	musical instruments
asterisms	stars
chloride	compounds
string	used for guitars
support	social activities
mysteries	perplexity
wrists	joints
operations	data processing
bad weather	capable of slow traffic
noon	late for people to wake up
observatories	facilities
quartz crystal	quartz
mary likes cats john	allergic to cats
carpets	located in tables
hot water	necessary to make coffee
acorns	located in trees
go	board games
comforters	bedding
computer components	computer hardware
sulfur dioxide	oxide
trade shows	convention
addresses	speech acts
newspaper reporters	located in demonstrations
sociability	sociality
age groups	people
tea towels	located in kitchens
months	time
wheat germ	wheat
trumpets	located in bands
cartilages	connective tissue
length	distance
love	strong emotion
advertising campaigns	campaigns
descriptions	speech acts
industries	located in cities
optical telescopes	astronomical telescopes
air	mediums
cassavas	vegetables
green	vegetables
scores	facts
families	cause a desire to lives
dust	located in attics
all humans	equal
books	located in book stores
marsh	located in wetland
pessimists	skeptics
vexatious litigant	indifferent to costs orders
runs	sequences
laughter	contagious
grasses	edible
electricity	located in operas
receptionists	located in dentists
bowl	more than cup
hot water from faucets	heated by electricity
card games	located in casinos
color of grass	green
flight	ir travel
chips	dead
trash cans	located in desks
streets	used for walking
dust	located in drawers
amplification	increases
deliveries	births
gold plates	plating
carriers	chemicals
answers	statements
mutants	created by mad scientists
plague	books
bodies	used for walking
corn	located in fields
bussing	motoring
isolationisms	foreign policy
board games	located in houses
traffic congestion	annoying
vector fields	functions
wheelings	propulsion
funguses	located in wet towels
trunks	located in automobiles
oxygen	oxygen
arnicas	plants
pestos	located in jars
toys	located in stores
fondues	dishs
refutation	swers
claustrophobia	simple phobia
overturns	cause overturns
blackbirds	birds
bureaus	located in offices
warrants	permission
standardization	conditions
area studies	fields of study
tyrosine kinase	proteins
envelopes	located in cabinets
expositors	intellectuals
person can mind	alone
shooting sport	not discriminatory
fish	seafood
soap	used for personal hygiene
detention	punishment
disciples	people
stockings	hosiery
riding	sexual intercourse
protein molecules	molecules
rain	water
banks	have insurance
soccer fields	located in countrysides
relatedness	connections
tenors	pitch
poorly educated people	more likely to buy lottery tickets
filler	copies
contributions	attempts
scarfs	garments
planets	located in universes
students	located in schools
taipans	reptiles
natural numbers	integers
eggs	very easy to break
spoons	located in table setting
hunger	causes a desire to cooks
embrace	inclusions
file folders	located in cabinets
captains	used for command ships
portfolios	lists
basement	finished or unfinished
bookmobiles	vans
eastern brown snake	shy
beams	located in bridges
minerals	located in earth
mountains	highlands
roads	located in maps
bosses	humans
printmaking	rt
xs	films
villas	homes
sluts	located in bars
column	heavy
carbon dioxide	inorganic compounds
motorcycles	located in garages
lofts	used for extra space
buses	used for transport
weapons	used for self defense
cairns	historical sites
boarders	schoolchilds
schools	organizations
economy	efficiency
letters	text
rushs	marsh plants
industries	used for employing people
strong drinks	alcoholic drinks
squash bug	triangular
examples	information
wayfarers	travelers
towels	capable of dry hair
rinses	wash
books	have sentences
soprano	used for harmony
cigarettes	used for torture
polyhedrons	solids
takins	mammals
roasters	cooks
aggression	combat
mentions	awards
overpasses	bridges
porosity	consistency
control rooms	located in factories
france	proud of eiffel tower
teaching assistants	people
banana peels	yellow
hospitals	rife with illness and decay
yields	products
butlers	servants
computer helps good people	good
assimilation	relationships
breeders	stockmans
megaliths	memorials
etas	letters
crops	vegetables
eating cigarette	far more toxic than smoking one
tooths	structures
reception	located in wedding parties
counters	located in stores
eighth month of year	august
midges	gnats
mistakes	human experience
cabs	part of logs
verification	ffidavits
roads	located in valleys
cut flowers	ornaments
wallets	cases
cycling	sports
plants	organic
mail	messages
chemical symbol of carbon	c
risers	pipes
specialization	daptation
upholsterers	craftsmans
rocks	used for hitting
small dogs	located in trash
palaces	houses
skating	used for fun
communicates	motivated by the goal of information
collisions	contact
cupids	emblems
supporting	configurations
female animals	animals
jury decides whether defendant	innocent or guilty
iniquity	conditions
computer monitors	located in desks
humans therefore	ignorant and inferior
executive directors	workers
alcoholism	diseases
shareholders	located in public companies
pills	cause a desire to sleep
medication	therapy
opposite of tasty	bland
laurel oak	oak
sleep	important to human health
wings	used for flying
mandrakes	herbs
river	cold
cures	located in doctors
chinas	names
flutes	located in stores
porphyrias	genetic diseases
traffic light	located in intersections
circularity	roundness
inner tubes	tubes
oil	used for trucks
electric fans	located in homes
laptop computers	more expensive than desk top computers
giraffe	male
walnuts	nuts
anchorages	areas
library	dark
buoys	reference points
caterers	people
atropine	tispasmodic
persimmons	berries
finance ministers	government ministers
pupas	insects
containers	used for holdings
herbert	singing in choir
sweatshirts	pullovers
games	located in casinos
equivocation	falsification
jazz	innovative and improvisational
judge	ruling in court today
clergymans	spiritual leaders
rituals	cultural activities
neodymiums	metallic elements
atlases	located in bookstores
golfers	players
filberts	birch
large fire	news
starchs	foodstuff
psychiatrists	doctors
leiomyomas	myoma
fish	quatic organisms
meekness	humility
linoleum	slick when wet
telescopes	devices
champagne	wine
deadheads	people
muscles	located in legs
cherries	part of cherries
exposition	interpretations
assurance	certainty
people	allergic to bee stings
projectiles	used for games
special forces	division
influenza	infectious diseases
aircrafts	located in air
cups	used for measuring
eloquences	intelligent agents
toys	located in tables
speciation	evolution
musical instruments	located in movies
filters	used for filtrates
bread	used for consumption
promenades	balls
cuts	located in fingers
carnivorous plants	plants
find underwater	coral
life style	manners
swimming in water	fun
guinea worms	nematodes
malls	used for shopping
exercise in moderation	good for
vertebrates	have backbones
driftings	wandering
propane	chemical compounds
cannas	plants
spots	desire runs
athletic humans	likely to eat meat
androids	software
flesh of unripe orange	sour
cards	located in pockets
plastic wraps	consumable products
density	mass per unit volume
ice	crystal
pandas	made of cells
liquid fuel	fuel
philosophy	beliefs
courts	located in public buildings
eras	laundry detergent
thanksgiving	one of many holidays
eating	social activities
handles	part of cutlery
nature studies	inquiries
fiddlesticks	bows
flight feathers	feathers
integrated circuits	semiconductor
videos	located in drawers
shepherds	clergymans
scripts	bands
slow web servers	irritating to many human internet users
buses	useful for mass transit
harps	located in concert halls
vats	tubs
synods	councils
meringues	food
helicopters	used for flies
irons	located in laundry rooms
using computers	backups
joins	cause joins
maids	capable of cleaning windows
riggers	sailing vessels
smoothies	drinks
demographers	sociologists
teaching assistants	graduate students
idea of corporate crime	unappealing to business elites
senders	films
bodies	have bones
conciliation	mediation
helium becomes liquid when	very cold
demons	books
stringers	players
art	used for people
freeways	roads
needles	located in haystacks
groceries	located in stores
spawners	fish
imagos	insects
heart murmur	symptoms
peach	part of peach
scent	smell
bays	natural things
old style	style
statues	located in cities
robert	male
hailstones	part of hails
battles	part of war
defense	protection
films	photographic paper
keyboards	made of plastic
valley	beautiful to behold
showcases	displayings
asteroids	located in space
tsetse flies	flies
waves	gestures
whores	located in motels
hinged doors	located in bedrooms
losers	mountains
flags	capable of waves
sky	blue when not cloudy
robins	passerines
calendars	located in desktops
scoliosises	illnesses
orchids	yellow
dogs	capable of open doors
eating	cause obesity
war	causes a desire to kill
scholastics	philosophers
harpies	eagles
relievers	people
sections	part of platoons
slurry	suspensions
coasts	shores
horns	part of goats
props	deference
brass	decoration
katabatic wind	blowing
electricity	located in toy stores
inflammation	part of inflammatory diseases
tossed salad	salad
death	created by nuclear weapons
wind turbines	turbines
exchanges	transactions
stewards	fiduciaries
foots	used for measuring
brakes	carriage
fruit	used for consumption
nephrons	part of kidneys
person	subject to suffering
exceptions	examples
sandy beachs	beachs
pageants	ceremony
people	going crazy
pearl rivers	rivers
graduate programs	courses of study
keys	used for encryption
draws	poker
bridges	dentures
clocks	books
graves	located in funerals
needing sleep	unpleasant
ulcer	injuries
psychotherapy	psychiatry
small dogs	located in maines
voices	singers
industrial waste	garbage
industries	located in big cities
cats	located in humane societies
pickups	acceleration
bouncers	guards
corpuses	part of body parts
yogurt	dairy products
paper	used for advertising
materials	adaptable
pipes	wind instruments
absolution	conditions
good hand and arm muscles	useful and
portrait	one kind of painting or photograph
chris	going to job interview today
science	conservative and elitist
mouthpieces	tubes
shoes	located in boxs
bacteremias	diseases
common rooms	rooms
runs	end with stops
irons	located in kitchens
coughs	symptoms
trolls	made of wins
pudding	dessert
collapses	happening
info	software
stuff	nonsense
pacific oceans	oceans
dust clouds	clouds
people	photosensitive to light
arrangements	groups
stock	lumber
comforter	thin and planar
centers	areas
transformers	electrical devices
aristocrats	leaders
different colors of paint	mixed to produce different colors
people	jealous
jokes	funnies
games	used for amusement
drinking	conducting
vinegar	condiments
tongues	chemoreceptors
educational organizations	organizations
boulders	stones
all known planets	round
pounds	enclosures
extensions	properties
cherries	stone fruit
mezzanines	balconies
aptitude	bility
phones	located in desktops
killing	used for contracts
alagoas	one of brazilian states
fear	books
steak houses	located in strip malls
car	slow
skis	sports equipment
defendants	litigants
magnetic pickups	located in electric guitars
pigeons	located in parks
chucks	nuts
chapters	part of text
guns	weapons
rockfishs	part of rockfishs
repentances	located in confessions
thrombosis	diseases
admissibility	cceptability
coats	located in closets
shoes	located in beds
historic buildings	buildings
ados	people
members	units
shoplifters	criminals
graduates	albums
paper	inventions
entertainment	located in movies
stupas	shrines
pear trees	fruit trees
concern	xiety
insolvencies	financial conditions
pens	defined as books
avenues	used for travel
maple syrup	condiments
spiral bindings	used for reports
bondholders	investors
spondylolisthesises	diseases
crows	birds
traffic courts	courts
copyrights	legal rights
attenuators	products
halls	located in libraries
needle	small
computer mouses	located in desktops
aortic stenosis	stenosis
electrical circuits	electrical devices
geothermal energy	energy
books	created by writers
ovens	hot during cooking
conservatories	greenhouses
illegal drugs	located in black markets
killing	causes suicide
camps	shelter
bookstores	located in carpeting
helmsmans	leaders
verdict	findings
snakes	located in caves
chinese food	spicy in flavor
peach	stone fruit
newspapers	located in libraries
curfews	bells
telephone lines	used for conduct
months	days
anions	ions
clover mites	mites
compresses	dressings
mouths	have teeth
bondage	sexual activities
sealer	officials
elvers	eels
collagenases	proteins
newspapers	products
acrophobias	simple phobia
packs	bundles
dumplings	pasta
clowns	located in circus
ferrets	located in worlds
fines	penalties
bivvy	short for bivouac bag
light fixtures	lamps
mobs	made of people
plantations	estates
likes	kinds
web searchs	internet searchings
emboluses	cardiovascular complications
expressways	located in countries
animes	cartoons
electric shocks	reflexs
light	visual signals
campuses	ground
cards	located in card games
cheese	software
hackers	intelligent agents
soft corn	field corn
situations	graves
contradiction	negation
billies	nuts
arsenic	elements
pools	used for swimming
burrows	underground
portages	carry
chain	used for security
perplexity	confusion
releases	devices
sports	have winners
notes	located in shelfs
not all liquids	clear
drugs	located in universities
oil	inanimate objects
periods	time intervals
bagels	bread
weasels	located in zoos
shipping fevers	animal diseases
wallops	blows
models	leaders
screenplays	narrative
larceny	felonies
folders	covering
gypsy moths	insects
delays	inactivity
stagecoachs	coachs
basketball courts	used for basketball
cellars	located in wineries
carnivals	located in fairs
tolls	fees
blankets	bedding
storage pan	very messy
hoods	part of automobiles
writing	thinking
cats	located in sun
cocaine	local anaesthetics
places	used for events
birds	cute
first bases	first steps
mannas	saps
pelicans	animals
lenses	located in microscopes
hair	used for decoration
afterlife	life
trunks	noses
cockerels	cocks
washing mouth with soap	dangerous
symposiums	conferences
gaseous oxygen	toms
referees	located in footballs
buffs	skin
testimony	ssertions
lymphokines	cytokines
vehicles	located in freeways
drinking	choking
probation officers	officeholders
statements	trues
chapels	small churchs
orphans	lines
dollars	coin
radiators	part of heating systems
often times important things	old
stopcocks	faucets
arrivals	translations
safety	difficult of measurement
notes	located in desks
jurisprudence	science
grass	has cuts
foxhounds	hounds
playing games	laughs
planes	meanses of transportation
ice cubes	located in glass
substances	parts
inventors	creators
baselines	standards
vipers	poisonous snakes
poverty	financial conditions
convention	events
cashews	part of cashews
kittens	located in beds
indoor plumbing	unnatural
bells	curves
writing	types
moral principles	principles
moray eels	fish
tortillas	quick to cook
tines	part of forks
locker rooms	part of athletic facilities
ketones	organic compounds
decoys	deceivers
gifts	located in parties
leaks	micturition
contracts	legal documents
computers	used for entertainment
alcohol poison	poisoning
rotaviruses	reoviruses
paddles	sports equipment
thermocouples	gauges
faith	located in synagogues
rings	blue
cylinders	part of pumps
shortbreads	food
keepsakes	located in boxs
growlers	icebergs
being afraid	natural
dying bodies	smelly
revocations	states
salt	seasons
mouthpieces	parts
qwerty keyboards	standard
inventories	documents
chapels	used for worship
gaps	disparity
bikinis	located in swimming pools
mountaineers	adventurers
west coasts	part of wests
lizards	located in nature
oxygen	elements
headlands	natural things
circles	shapes
online courses	educational events
schedulers	located in operating systems
ghosts	located in cellars
swells	waves
faith	created by trust
models	concrete
phone books	have names
protective covering	covering
ergotisms	diseases
software development	software development
apple trees	located in maines
naps	texture
silhouettes	outlines
baritones	located in cases
sheep	imals
cost cuttings	cuts
badges	name tags
place mats	located in tables
dishonesty	wrongdoing
dairy products	artifacts
tigers	capable of eats
boilers	vessels
backyards	used for gardens
turtlenecks	sweaters
single spacing	typing
stored procedures	procedures
magnesium hydroxide	salt
ramjets	jet engines
stairwells	have stairs
perchs	seats
tires	have round shapes
in doubles badminton basic service	low
city halls	used for meetings
eating pussy	fun
crossword puzzles	located in suitcases
trees	desire sunshine
arm wrestling	games
winders	mechanical devices
elbows	part of forelegs
computer users	located in computer stores
person can believe	good to kind
chamomile	herbs
krill	crustaceans
pieces	parts
plastic chairs	sticky on hot day
heroin	crystal
home movies	movies
narcolepsies	conditions
waterwheels	wheels
birds	meat
impurities	located in water
eminent domains	legal rights
human skulls	human bones
writers	eloquences
jointers	planes
tombs	underground areas
accounting	registers
splashs	wetting
cups	used for holds
hair conditioners	for vain
hearts	intangibles
pens	located in shops
policemans	located in freeways
thrashers	wrestlers
female body	different from male body
pistols	located in war
punctualities	timing
sherrie	nuts
light bulbs	located in basements
rockhopper penguin species	classified as vulnerable
stockholders	investors
walls	part of structures
chess sets	used for playing games
hecklers	troublemakers
buckles	connectors
adhesive bandages	located in pharmacies
cocoa	foodstuff
diamonds	materials
banana trees	trees
staircases	located in cellars
refills	used for tea
icons	symbols
machines	located in museums
sports drinks	mixture
hemorrhagic fevers	viral infection
national news	news
elements	naturals
ground effects	aerodynamic lift
human bodies	body parts
picnics	located in trees
bends	curves
native language	language
economy	systems
florescent lighting	located in garages
appearances	representations
journeys	travel
grapes	located in deserts
monuments	used for recognition
cools	singles
strong bones	less likely to break
apartments	used for parties
sound	hears
water	located in toilets
bubble baths	cause a desire to bathes
opportunistic infection	diseases
rotors	armature
judgment	court decisions
dissections	analysises
scenes	incidents
rust	plant diseases
mosquitos	gnats
handguns	located in museums
comprehensions	understanding
flanges	projections
criminal record	very long
ninjas	classes
divinity	quality
theme parks	amusement parks
scouts	workers
triangles	instruments
drawers	used for hiding
plankton	organisms
cabs	cars
jellyfish	located in bays
video games	located in toy stores
pencils	figures
steak	edibles
staplers	devices
inverters	electrical components
we	lucky to have warm clothes
kill	can involve murder
inner cities	part of cities
attacks	turns
antis	people
slaves	located in poor countries
address books	located in cabinets
sports equipment	devices
bees	located in backyards
leucocytes	blood cells
herbivores	animals
partners	books
space	located in paragraphs
stoves	located in apartments
chickadees	birds
if acid strong	dangerous
cans	made of tin
flickering fire	pleasing to watch
batting	stuffing
mammoths	located in nature
actor	different from role plays
pianos	instruments
thermals	wind
people sometimes get drunk because	anxious
oxygenated blood	red
bicycling	cycling
writing	recaps
in australia voting	compulsory
extravagances	waste
homebuilders	builders
triangles	used for musical instruments
ignorance	harmful to society
sororities	clubs
vessels	used for piloting
dead fish	located in beachs
paper airplanes	made of paper
payments	monetary transactions
war	deadly
cellulose	polysaccharides
cleanliness	traits
rags	used for cleaning
private properties	properties
matchs	used for fire
ships	have masts
municipal bonds	bonds
eviscerations	devaluation
lung biopsy	biopsy
trunks	part of automobiles
affiliation	relationships
umbilical cord	part of fetuses
performance	located in shows
feminists	people
parsnips	root vegetables
mountains	part of landscapes
people	standing on train
not all sharks	dangerous
cows	adults
weasels	located in barns
citizenship	legal status
mount fujis	located in japans
junk	located in mail
fishing	used for outdoorsmans
inter agency procurement service office	abbreviated to iapso
books	used for solutions
paint	located in work
rivals	contestants
performance	used for business
bald eagles	located in nature
paintings	films
junk	located in attics
pens	used for writing
addresses	stances
margarines	fat
lorries	wagons
labor contracts	contracts
celestial objects	located in skies
alkaptonuria	genetic diseases
charts	maps
scenes	pictures
pins	golf equipment
kittens	located in shoeboxs
boards	located in stores
surface of moon	rugged like desert
four divided by four	one
clinical chemistry	cademic journals
baseball field	green
tumblers	glass
swimmers	capable of kick
wheat	used for harvesting
clean environmnent	important when trying to impress someonw
water filters	filters
brownstones	residential buildings
protocols	etiquette
red bellied black snake	dangerous
shredders	devices
tunes	musical compositions
migration	events
bombs	used for destruction
desktop computers	personal computers
bread	used for tearings
furnaces	chambers
smoking	causes birth defects
grapes	located in seasons
barbiturates	addictive substances
incubations	phases
cats	have noses
rock bottoms	bottoms
pirates	criminals
pets	responsibility
darters	birds
balls	capable of toys
apartment	one kind of living quarters
tops	software
gray foxs	mammals
euglenids	flagellates
fans	located in houses
cavities	negative space
lines	located in squares
tape drives	mechanisms
bedrooms	squares
legs	part of bodies
napkins	located in cabinets
wreaths	ornaments
prostaglandin	medicine
gift taxs	taxs
bells	part of funnels
pimps	wrongdoers
deference	courtesy
freedom of speech	civil rights
boils	diseases
rugs	located in living rooms
ticks	located in countrysides
vehicles	physical objects
chokes	coils
one common emotion	anxious
steak houses	used for eats
earth	very heavy
books	borrowed only if available
shot	injections
years	time
siamese cats	domestic cats
most oboes	black
jeans	used for wearing
easters	religious festivals
cakes	deserts
phones	located in desks
glass	half full
shampoos	located in motels
recycling	human activities
devils	trouble
rudders	part of vessels
sequels	results
infestation	swarms
handles	part of briefcases
artistic style	fashion
prodigies	geniuses
protectors	television shows
cats	located in fights
champagne	attractive and fun to drink
playing sports	cause contusion
tulles	net
indecent exposure	indecent exposure
groups	part of algebra
rocks	natural objects
ear	flexible
trust	properties
rebound	reaction
kilns	furnaces
reconstructions	repairs
ore	solid objects
saxophones	located in music stores
driveways	used for cars
buds	sprouts
cattle egrets	egrets
facing	coating
cuts	furrows
shower curtains	curtains
professional footballs	sports
lexicon	very useful to openmind
sex chromosomes	eukaryotic chromosomes
lords	capable of guides
stamp pad	lightweight
murals	paintings
yellowthroats	birds
balloon flower	perennial
large containers	located in warehouses
hardware stores	located in phone books
reform movement	movement
cold weather	weather
brothers	islands
minerals	used for nutrition
upper jaws	jaws
transistors	part of circuits
united nations development programme	abbreviated to undp
legs	part of grand pianos
cases	happening
commandos	servicemans
being free	important
incumbents	holders
tennis balls	used for hitting
secured loans	liens
farmers	creators
reserpines	drugs
platforms	computer systems
objectivity	farces
checks	located in banks
war movies	movies
ambushings	ambushings
paintbrushs	brushs
army cutworms	cutworms
concert halls	used for lectures
oceans	used for swimming
tourists	located in zoos
paint	has pigment
cetaceans	placental mammals
sound	bodies of water
first ladies	wives
speculums	mirrors
thatched roofs	roofs
goalies	soccer players
kettles	used for water
jersey cities	part of new jerseys
explosives	located in war
digs	excavation
private corporations	insurance companies
academic departments	departments
programs	made of instruction
cannons	part of bombers
melancholias	depressions
scorpions	located in tropical rainforests
key limes	limes
disciples	followers
butters	food
carrots	located in cellars
yttriums	chemical elements
disconnections	separation
reading	used for enlightenment
prednisones	drugs
chairs	located near tables
spider mites	arachnids
eating	burps
rifts	cracks
restrooms	located in airports
educational programs	application programs
elasticity	dispositions
plants	located in dirt
classes	located in schools
determining guilt	very difficult
popes	catholics
parlors	used for play games
llamas	capable of pets
expatriates	people
ps	letters
loquats	fruit trees
boats	used for traveling
police	bands
fortune tellers	located in fairs
greeting cards	located in cabinets
heterotrophs	organisms
files	used for stores
mouthpieces	sports equipment
clocks	machines
hallways	indoor space
decisions	judgment
bugles	used for music
scrub brushs	located in cabinets
cheetahs	felines
twilight	declines
swimming	capable of sports
small dogs	located in heat
work	causes a desire to rests
trophies	awards
snow	located in north poles
lakes	artificial
screws	located in cabinets
detachments	separation
rivers	cools
seashells	cooked and eaten
merlins	proteins
ammonium chloride	ionic compounds
pendants	adornment
pepsi	better than coke
margarines	groceries
poison	located in chemistry labs
bikings	fun
bowls	made of ceramic
bookshops	located in department stores
notes	used for melody
clouds	used for hails
trappers	hunters
merit pay	wages
maple trees	trees
first class airplane seat	comfortable and spacious
chancellors	heads of state
pain	discomfort
suspects	intelligent agents
heroin	illegal drugs
western culture	human culture
respiratory systems	body parts
eggs	oval shaped
joints	body parts
big sisters	sisters
pinpoints	points
clippers	used for races
glass	considered fragile
leathers	animal products
ferrets	located in riverbanks
radios	located in trunks
gardeners	capable of garden plants
lead	heavy elements
educational games	computer games
cash	currency
running	cause sweating
deterioration	decay
fatigue	boredom
disease	infectious
weasels	located in law offices
easters	festivals
nectarines	part of nectarines
monocytes	leukocytes
lexmark printers	products
kill	motivated by the goal of fools
mud puddles	pools
maps help people get where	going
abnormalities	retardation
points	units of measurement
dons	gentlemans
saws	located in basements
efficiency experts	experts
hate	strong emotion
serieses	serieses
miracles	events
plaster	dhesive tape
wafers	bread
rinses	removals
time travel	impossible
macro viruses	computer viruses
christians	capable of sin
shoes	most useful in pairs
spraying	flowing
depositors	investors
crossword puzzle	difficult to solve
publicists	communicators
airplanes	located in aircraft carriers
rattans	switchs
gun	one of many firearms
bandages	useful if hurt
organic gardening	gardening
muscles	capable of contracts
cats	mammals
smallpox	diseases
sailing boats	boats
bulbuls	birds
catapults	devices
vitamins	inanimate objects
flare	shapes
potassium nitrate	crystal
authentication	markers
courtrooms	used for trials
imports	commodities
ski boots	boots
sugar	software
butterflies	only alive for few hours
sunlight	bright
desire	rousal
dogs	hairy
sightseers	tourists
air horns	intake
task forces	military units
peptides	polymers
colored thread	located in cabinets
position paper	reports
weasels	located in fairytales
sailing	fun
newsrooms	reading rooms
minds	recalls
mailboxs	located in hardware stores
motifs	designs
bezels	edges
smalls	size
loss	declines
generic programming	computer programming
soldiers	located in tents
praise	located in beds
cars	very heavy
rodents	quadrupeds
vertebrates	diverse
counting	very difficult
work stations	workstations
basidiomycetes	funguses
heating elements	part of gas ranges
linseed oil	oil
planets	rounds
prisons	located in countrysides
plays teach people racism	wrong
metalworks	artifacts
starvation	horrible things
hands	holders
musicians	located in orchestras
shadings	marking
families	located in parks
beef jerky	jerky
may cry when	joyful
habits	growth
controllings	testing
walls	located in labyrinths
bibles	books
green rivers	rivers
blenders	kitchen tools
blitzs	attacks
grenades	located in war
cookies	located in containers
audience members	located in auditoriums
sound files	computer files
voltmeters	meters
aneurysm	cardiovascular diseases
